operator_utterance,spot_requirement_utterance
オペレーター: 東京の新大久保に、お店がある、みたいで、それに次ぐ二店目ていうふうには書かれているんですけれども。,カスタマー: できれば、大阪にあるー、ないのがいいかなーみたいな思うんですけど。
オペレーター: 本日はご利用いただきましてありがとうございます。お客様、どのようなご旅行をご希望でしょうか？,カスタマー: 春に伊豆旅行に行きたいなと考えてます。
オペレーター: かしこまりました。お客様、何名様のご旅行の予定ですか？,カスタマー: 妹と二人で行きたいです。
オペレーター: お待たせいたしました。お客様伊豆の方で。,カスタマー: 海を見たいっていうのと。春なので桜とか綺麗なところがあれば一緒に見たいなと思います。
オペレーター: そういったご希望はございますか？,カスタマー: 妹が結構生き物が好きなので。
オペレーター: が有名なんですけど、お好きでしょうか？,カスタマー: 海鮮丼食べたいなーって今思いました。
オペレーター: あとお客様他に何か食べてみたいですとか何か見てみたいですとかそういったご要望はございますか？,カスタマー: スイーツとか。おしゃれなスイーツとかカフェとかが
オペレーター: こういったものもございますけれども、ご興味ございますか？,カスタマー: 海産物が色々見れるお店とかがあったら。
オペレーター: では、場所はどの辺に行きたいとかってー、もう決まって、いらっしゃいますか？,カスタマー: 四国地方のほうに、行ってみたいなーと思ってるんですけどー。
オペレーター: ちなみに季節とかー、どういった方と行くとかってー、もう決まってらっしゃいますか？,カスタマー: もうすぐ春休みなんでー、その春休みになったら両親と行こうかなっと思ってるんですけど。
オペレーター: ご要望とかってあります？、ちょっと古風なところがいいとか。,カスタマー: 雰囲気…、古風…ふる、古めのって言うのも変ですけど。
オペレーター: 歴史を感じるような…感じの所ですかね？,カスタマー: そういう感じのところが、いいです。
