previous_operator_utterance,current_utterance
オペレーター: はい。こちらも、なかなかよろしいかと思うんですけど。,カスタマー: あー、行ってみたいです。
オペレーター: あ、ラーメン屋さんというところで、詳しく調べてみますか？,カスタマー: あ、お願いします。
オペレーター: 全国からファンが集まる、集まるのも納得の1杯が満喫できると書いてあ<>。ハハハ。,カスタマー: せっかくなら、なんかそういう、有名な？お店に、はい、行ってみたいです。
オペレーター: はーい。はい。,カスタマー: そこを、じゃあ、候補に。フフフフ。
オペレーター: ああ、そうそう、ハハハ。で、こちらあの、赤と白味噌、赤味噌、白味噌、をブレンドしてー。うん、なかなかコクのある味わいだそうです。,カスタマー: こだわりの味？三代目の。えー、ここ、食べてみたいな。
オペレーター: あ、辛いの、あんまり、よ、駄目ですか？苦手ですか？,カスタマー: そうですね。父は辛いのが好きなんですけど、私があんまり、得意じゃないので。
オペレーター: そうですか、そしたら、はい。,カスタマー: 両方あるほうがいいな…フフ。
オペレーター: ええ、ええ。なので、じゃ、あのー、よし乃さんではなくて、三代目のほうがよろしい感じですね。,カスタマー: あ、そっちにしておきたいです。フフ。
オペレーター: はい。あとなにか、ほかに、見てみたいですとか、食べてみたいものとか、ご要望はございますか？,カスタマー: なんか、こう、ソフトクリーム？牧場とかで、こうなんか搾りたてのーみたいな、フフ、ありますかね？
オペレーター: あのー、パフェ？パフェとかに、あの、そうですね、アイスクリームも有名ですね。,カスタマー: あ、そこ行きたいです。
オペレーター: アイスクリームやデザートが楽しめると書かれてありますね。,カスタマー: あ、まさにそういうのを求めてました。フフフフ。
オペレーター: フフ。それがそうですねー。,カスタマー: あ、食べてみたい。どう…うん、せっかくなら。
オペレーター: はい。雪印パーラー本店さんですね。,カスタマー: 行きたいです、そこ。うん。
オペレーター: よろしくお願いいたします。えーと、今回のご旅行はどちらの方面をご希望ですか？,カスタマー: えっと広島県に行きたいなと思ってるんですけれども。
オペレーター: はい。えーと、ご人数様は何人ぐらいでご予定ですか？,カスタマー: えと、全部で5人です。
オペレーター: はい、5人様。えーと、ご家族とかご友人とか決まってますか？なんか…。,カスタマー: あ、そ…そうですね。あのー、家族で、あの、5人です。
